# DRAFT emoji-data.txt
# For details about the format and other information, see index.html#Data_Files.
#
# Format
# Code ;  Default Style ; Ordering ;  Annotations ; Sources # Version Char Name
#
U+26F5 ;  emoji ; 513 ; boat, resort, sailboat, sea, travel, yacht ;  aj  # V5.2 (⛵) sailboat
U+1F6A3 ; emoji ; 514 ; boat, rowboat, travel, vehicle ;  x   # V6.0 (🚣) rowboat
U+1F6A4 ; emoji ; 515 ; boat, speedboat, travel, vehicle ;  j   # V6.0 (🚤) speedboat
U+1F6F3 ; emoji ; 516 ; passenger, ship, travel, vehicle ;  w   # V7.0 (🛳) passenger ship
U+26F4 ;  text ;  517 ; ferry, travel ; a   # V5.2 (⛴) ferry
U+1F6E5 ; emoji ; 518 ; boat, motorboat, travel, vehicle ;  w   # V7.0 (🛥) motor boat
U+1F6A2 ; emoji ; 519 ; ship, travel, vehicle ; j   # V6.0 (🚢) ship
U+2708 ;  text ;  520 ; airplane, travel ;  zajw  # V1.1 (✈) airplane
U+1F6E6 ; emoji ; 521 ; airplane, military, travel, vehicle ; x   # V7.0 (🛦) up-pointing military airplane
U+1F6E7 ; emoji ; 522 ; airplane, travel, vehicle ; x   # V7.0 (🛧) up-pointing airplane
U+1F6E8 ; emoji ; 523 ; airplane, travel, vehicle ; x   # V7.0 (🛨) up-pointing small airplane
U+1F6E9 ; emoji ; 524 ; airplane, travel, vehicle ; w   # V7.0 (🛩) small airplane
U+1F6EA ; emoji ; 525 ; airplane, northeast, travel, vehicle ;  w   # V7.0 (🛪) northeast-pointing airplane
U+1F6EB ; emoji ; 526 ; airplane, check-in, departure, departures, travel, vehicle ;  x   # V7.0 (🛫) airplane departure
U+1F6EC ; emoji ; 527 ; airplane, arrivals, arriving, travel, vehicle ; x   # V7.0 (🛬) airplane arriving
U+1F4BA ; emoji ; 528 ; chair, office, seat, travel ; j   # V6.0 (💺) seat
U+1F681 ; emoji ; 529 ; helicopter, travel, vehicle ; x   # V6.0 (🚁) helicopter
U+1F69F ; emoji ; 530 ; railway, suspension, travel, vehicle ;  x   # V6.0 (🚟) suspension railway
U+1F6A0 ; emoji ; 531 ; cable, gondola, mountain, travel, vehicle ; x   # V6.0 (🚠) mountain cableway
U+1F6A1 ; emoji ; 532 ; aerial, cable, car, gondola, ropeway, tramway, travel, vehicle ;  x   # V6.0 (🚡) aerial tramway
U+1F680 ; emoji ; 533 ; fantasy, rocket, travel, vehicle ;  j   # V6.0 (🚀) rocket
U+1F6F0 ; emoji ; 534 ; place, satellite, vehicle ; w   # V7.0 (🛰) satellite
U+1F3E7 ; emoji ; 535 ; atm, automated, place, teller ; j   # V6.0 (🏧) automated teller machine
U+1F6AE ; emoji ; 536 ; human, litter, litterbox, place, put, travel ;  x   # V6.0 (🚮) put litter in its place symbol
U+1F6A5 ; emoji ; 537 ; light, signal, traffic, travel ;  j   # V6.0 (🚥) horizontal traffic light
U+1F6A6 ; emoji ; 538 ; light, signal, traffic, travel ;  x   # V6.0 (🚦) vertical traffic light
U+1F6A7 ; emoji ; 539 ; barrier, construction, travel, under ;  j   # V6.0 (🚧) construction sign
U+1F6AB ; emoji ; 540 ; entry, forbidden, no, not, prohibited, travel ; j   # V6.0 (🚫) no entry sign
U+1F6C7 ; emoji ; 541 ; forbidden, no, not, prohibited, travel ;  w   # V7.0 (🛇) prohibited sign
U+1F6AD ; emoji ; 542 ; forbidden, no, not, prohibited, smoking, travel ; jw  # V6.0 (🚭) no smoking symbol
U+1F6AF ; emoji ; 543 ; forbidden, litter, no, not, prohibited, travel ;  x   # V6.0 (🚯) do not litter symbol
U+1F6B0 ; emoji ; 544 ; drink, potable, travel, water ; x   # V6.0 (🚰) potable water symbol
U+1F6B1 ; emoji ; 545 ; drink, forbidden, no, not, potable, prohibited, travel, water ; x   # V6.0 (🚱) non-potable water symbol
U+1F6B7 ; emoji ; 546 ; forbidden, human, no, not, pedestrian, prohibited, travel ; x   # V6.0 (🚷) no pedestrians
U+1F6B8 ; emoji ; 547 ; child, crossing, human, travel ;  x   # V6.0 (🚸) children crossing
U+267F ;  emoji ; 548 ; access, human, travel, wheelchair ; jw  # V4.1 (♿) wheelchair symbol
U+1F6B9 ; emoji ; 549 ; human, men, men’s, restroom, travel ; jw  # V6.0 (🚹) mens symbol
U+1F6BA ; emoji ; 550 ; human, restroom, travel, woman, women’s ; jw  # V6.0 (🚺) womens symbol
U+1F6BB ; emoji ; 551 ; human, lavatory, restroom, travel, wc ; j   # V6.0 (🚻) restroom
U+1F6BC ; emoji ; 552 ; baby, changing, human, travel ; jw  # V6.0 (🚼) baby symbol
U+1F6BE ; emoji ; 553 ; closet, lavatory, restroom, travel, water, wc ; j   # V6.0 (🚾) water closet
U+1F18F ; text ;  554 ; travel, wc ;  x   # V6.0 (🆏) negative squared wc
U+1F6C2 ; emoji ; 555 ; control, passport, travel ; x   # V6.0 (🛂) passport control
U+1F6C3 ; emoji ; 556 ; customs, travel ; x   # V6.0 (🛃) customs
U+1F6C4 ; emoji ; 557 ; baggage, claim, travel ;  x   # V6.0 (🛄) baggage claim
U+1F6C5 ; emoji ; 558 ; baggage, left luggage, locker, luggage, travel ;  x   # V6.0 (🛅) left luggage
U+1F6C6 ; emoji ; 559 ; alert, rounded, travel, triangle ;  w   # V7.0 (🛆) triangle with rounded corners
U+26A0 ;  text ;  560 ; travel, warning ; j   # V4.0 (⚠) warning sign
U+26CD ;  text ;  561 ; car, disabled, travel ; a   # V5.2 (⛍) disabled car
U+26D0 ;  text ;  562 ; car, sliding, travel ;  a   # V5.2 (⛐) car sliding
U+26D2 ;  text ;  563 ; circle, crossing, lane, travel ;  a   # V5.2 (⛒) circled crossing lanes
U+26D4 ;  emoji ; 564 ; entry, forbidden, no, not, prohibited, travel ; aj  # V5.2 (⛔) no entry
U+26D5 ;  text ;  565 ; 1, alternate, one, traffic, travel ;  a   # V5.2 (⛕) alternate one-way left way traffic
U+26D6 ;  text ;  566 ; traffic, travel ; a   # V5.2 (⛖) black two-way left way traffic
U+26D7 ;  text ;  567 ; traffic, travel ; a   # V5.2 (⛗) white two-way left way traffic
U+26D8 ;  text ;  568 ; lane, merge, travel ; a   # V5.2 (⛘) black left lane merge
U+26D9 ;  text ;  569 ; lane, merge, travel ; a   # V5.2 (⛙) white left lane merge
U+26DB ;  text ;  570 ; down, travel ;  a   # V5.2 (⛛) heavy white down-pointing triangle
U+26DC ;  text ;  571 ; entry, travel ; a   # V5.2 (⛜) left closed entry
U+26DD ;  text ;  572 ; box, travel, x ;  a   # V5.2 (⛝) squared saltire
U+26DE ;  text ;  573 ; circle, square, travel ;  a   # V5.2 (⛞) falling diagonal in white circle in black square
U+26E0 ;  text ;  574 ; entry, restricted, travel ; a   # V5.2 (⛠) restricted left entry-1
U+26E1 ;  text ;  575 ; entry, restricted, travel ; a   # V5.2 (⛡) restricted left entry-2
U+1F6CE ; emoji ; 576 ; bell, bellhop, hotel, object ;  w   # V7.0 (🛎) bellhop bell
U+1F6AA ; emoji ; 577 ; door, object, travel ;  j   # V6.0 (🚪) door
U+1F6CC ; emoji ; 578 ; hotel, object, sleeping ; x   # V7.0 (🛌) sleeping accommodation
U+1F6CF ; emoji ; 579 ; bed, hotel, object ;  w   # V7.0 (🛏) bed
U+1F6CB ; emoji ; 580 ; couch, hotel, lamp, object ;  w   # V7.0 (🛋) couch and lamp
U+1F6BD ; emoji ; 581 ; object, toilet, travel ;  j   # V6.0 (🚽) toilet
U+1F6BF ; emoji ; 582 ; object, shower, travel ;  x   # V6.0 (🚿) shower
U+1F6C0 ; emoji ; 583 ; bath, bathtub, object, travel ; j   # V6.0 (🛀) bath
U+1F6C1 ; emoji ; 584 ; bath, bathtub, object, travel ; x   # V6.0 (🛁) bathtub
U+1F6CD ; emoji ; 585 ; bag, hotel, object, shopping ;  w   # V7.0 (🛍) shopping bags
U+231B ;  emoji ; 586 ; hourglass, sand, time, timer ;  j   # V1.1 (⌛) hourglass
U+23F3 ;  emoji ; 587 ; hourglass, sand, time, timer ;  jw  # V6.0 (⏳) hourglass with flowing sand
U+231A ;  emoji ; 588 ; clock, time, watch ;  j   # V1.1 (⌚) watch
U+23F0 ;  emoji ; 589 ; alarm, clock, time ;  j   # V6.0 (⏰) alarm clock
U+23F1 ;  text ;  590 ; clock, stopwatch, time ;  x   # V6.0 (⏱) stopwatch
U+23F2 ;  text ;  591 ; clock, time, timer ;  x   # V6.0 (⏲) timer clock
U+1F570 ; emoji ; 592 ; clock, object ; w   # V7.0 (🕰) mantelpiece clock
U+1F55B ; emoji ; 593 ; 00, 12, 12:00, clock, face, o’clock, time, twelve ; jw  # V6.0 (🕛) clock face twelve oclock
U+1F567 ; emoji ; 594 ; 12, 30, 12:30, clock, face, thirty, time, twelve ;  w   # V6.0 (🕧) clock face twelve-thirty
U+1F550 ; emoji ; 595 ; 00, 1, 1:00, clock, face, o’clock, one, time ;  jw  # V6.0 (🕐) clock face one oclock
U+1F55C ; emoji ; 596 ; 1, 30, 1:30, clock, face, one, thirty, time ; w   # V6.0 (🕜) clock face one-thirty
U+1F551 ; emoji ; 597 ; 00, 2, 2:00, clock, face, o’clock, time, two ;  jw  # V6.0 (🕑) clock face two oclock
U+1F55D ; emoji ; 598 ; 2, 30, 2:30, clock, face, thirty, time, two ; w   # V6.0 (🕝) clock face two-thirty
U+1F552 ; emoji ; 599 ; 00, 3, 3:00, clock, face, o’clock, three, time ;  jw  # V6.0 (🕒) clock face three oclock
U+1F55E ; emoji ; 600 ; 3, 30, 3:30, clock, face, thirty, three, time ; w   # V6.0 (🕞) clock face three-thirty
U+1F553 ; emoji ; 601 ; 00, 4, 4:00, clock, face, four, o’clock, time ; jw  # V6.0 (🕓) clock face four oclock
U+1F55F ; emoji ; 602 ; 4, 30, 4:30, clock, face, four, thirty, time ;  w   # V6.0 (🕟) clock face four-thirty
U+1F554 ; emoji ; 603 ; 00, 5, 5:00, clock, face, five, o’clock, time ; jw  # V6.0 (🕔) clock face five oclock
U+1F560 ; emoji ; 604 ; 5, 30, 5:30, clock, face, five, thirty, time ;  w   # V6.0 (🕠) clock face five-thirty
U+1F555 ; emoji ; 605 ; 00, 6, 6:00, clock, face, o’clock, six, time ;  jw  # V6.0 (🕕) clock face six oclock
U+1F561 ; emoji ; 606 ; 6, 30, 6:30, clock, face, six, thirty, time ; w   # V6.0 (🕡) clock face six-thirty
U+1F556 ; emoji ; 607 ; 00, 7, 7:00, clock, face, o’clock, seven, time ;  jw  # V6.0 (🕖) clock face seven oclock
U+1F562 ; emoji ; 608 ; 7, 30, 7:30, clock, face, seven, thirty, time ; w   # V6.0 (🕢) clock face seven-thirty
U+1F557 ; emoji ; 609 ; 00, 8, 8:00, clock, eight, face, o’clock, time ;  jw  # V6.0 (🕗) clock face eight oclock
U+1F563 ; emoji ; 610 ; 8, 30, 8:30, clock, eight, face, thirty, time ; w   # V6.0 (🕣) clock face eight-thirty
U+1F558 ; emoji ; 611 ; 00, 9, 9:00, clock, face, nine, o’clock, time ; jw  # V6.0 (🕘) clock face nine oclock
U+1F564 ; emoji ; 612 ; 9, 30, 9:30, clock, face, nine, thirty, time ;  w   # V6.0 (🕤) clock face nine-thirty
U+1F559 ; emoji ; 613 ; 00, 10, 10:00, clock, face, o’clock, ten, time ;  jw  # V6.0 (🕙) clock face ten oclock
U+1F565 ; emoji ; 614 ; 10, 30, 10:30, clock, face, ten, thirty, time ; w   # V6.0 (🕥) clock face ten-thirty
U+1F55A ; emoji ; 615 ; 00, 11, 11:00, clock, eleven, face, o’clock, time ; jw  # V6.0 (🕚) clock face eleven oclock
U+1F566 ; emoji ; 616 ; 11, 30, 11:30, clock, eleven, face, thirty, time ;  w   # V6.0 (🕦) clock face eleven-thirty
U+2648 ;  emoji ; 617 ; aries, time, zodiac ; jw  # V1.1 (♈) aries
U+2649 ;  emoji ; 618 ; taurus, time, zodiac ;  jw  # V1.1 (♉) taurus
U+264A ;  emoji ; 619 ; gemini, time, zodiac ;  jw  # V1.1 (♊) gemini
U+264B ;  emoji ; 620 ; cancer, time, zodiac ;  jw  # V1.1 (♋) cancer
U+264C ;  emoji ; 621 ; leo, time, zodiac ; jw  # V1.1 (♌) leo
U+264D ;  emoji ; 622 ; time, virgo, zodiac ; jw  # V1.1 (♍) virgo
U+264E ;  emoji ; 623 ; libra, time, zodiac ; jw  # V1.1 (♎) libra
U+264F ;  emoji ; 624 ; scorpion, scorpius, time, zodiac ;  jw  # V1.1 (♏) scorpius
U+2650 ;  emoji ; 625 ; sagittarius, time, zodiac ; jw  # V1.1 (♐) sagittarius
U+2651 ;  emoji ; 626 ; capricorn, time, zodiac ; jw  # V1.1 (♑) capricorn
U+2652 ;  emoji ; 627 ; aquarius, time, zodiac ;  jw  # V1.1 (♒) aquarius
U+2653 ;  emoji ; 628 ; pisces, time, zodiac ;  jw  # V1.1 (♓) pisces
U+26CE ;  emoji ; 629 ; ophiuchus, word, zodiac ; aj  # V6.0 (⛎) ophiuchus
U+1F311 ; emoji ; 630 ; dark, moon, place, time, weather ;  j   # V6.0 (🌑) new moon symbol
U+1F312 ; emoji ; 631 ; crescent, moon, place, time, waxing, weather ;  x   # V6.0 (🌒) waxing crescent moon symbol
U+1F313 ; emoji ; 632 ; moon, place, quarter, time, weather ; j   # V6.0 (🌓) first quarter moon symbol
U+1F314 ; emoji ; 633 ; gibbous, moon, place, time, waxing, weather ; j   # V6.0 (🌔) waxing gibbous moon symbol
U+1F315 ; emoji ; 634 ; full, moon, place, time, weather ;  jw  # V6.0 (🌕) full moon symbol
U+1F316 ; emoji ; 635 ; gibbous, moon, place, time, waning, weather ; x   # V6.0 (🌖) waning gibbous moon symbol
U+1F317 ; emoji ; 636 ; moon, place, quarter, time, weather ; x   # V6.0 (🌗) last quarter moon symbol
U+1F318 ; emoji ; 637 ; crescent, moon, place, time, waning, weather ;  x   # V6.0 (🌘) waning crescent moon symbol
U+1F319 ; emoji ; 638 ; crescent, moon, place, time, weather ;  j   # V6.0 (🌙) crescent moon
U+1F31A ; emoji ; 639 ; face, moon, place, time, weather ;  x   # V6.0 (🌚) new moon with face
U+1F31B ; emoji ; 640 ; face, moon, place, quarter, weather ; j   # V6.0 (🌛) first quarter moon with face
U+1F31C ; emoji ; 641 ; face, moon, place, quarter, weather ; w   # V6.0 (🌜) last quarter moon with face
U+263D ;  text ;  642 ; moon, place, quarter ;  w   # V1.1 (☽) first quarter moon
U+263E ;  text ;  643 ; moon, place, quarter ;  w   # V1.1 (☾) last quarter moon
U+1F321 ; emoji ; 644 ; thermometer, weather ;  w   # V7.0 (🌡) thermometer
U+2600 ;  text ;  645 ; bright, rays, sun, sunny, weather ; aj  # V1.1 (☀) black sun with rays
U+263C ;  text ;  646 ; bright, rays, sun, weather ;  w   # V1.1 (☼) white sun with rays
U+1F31D ; emoji ; 647 ; bright, face, full, moon, place, weather ;  x   # V6.0 (🌝) full moon with face
U+1F31E ; emoji ; 648 ; bright, face, place, sun, weather ; x   # V6.0 (🌞) sun with face
U+2601 ;  text ;  649 ; cloud, weather ;  ajw   # V1.1 (☁) cloud
U+26C5 ;  emoji ; 650 ; cloud, sun, weather ; aj  # V5.2 (⛅) sun behind cloud
U+26C8 ;  text ;  651 ; cloud, rain, thunder, weather ; a   # V5.2 (⛈) thunder cloud and rain
U+1F323 ; emoji ; 652 ; bright, sun, weather ;  w   # V7.0 (🌣) white sun
U+1F324 ; emoji ; 653 ; cloud, sun, weather ; w   # V7.0 (🌤) white sun with small cloud
U+1F325 ; emoji ; 654 ; cloud, sun, weather ; w   # V7.0 (🌥) white sun behind cloud
U+1F326 ; emoji ; 655 ; cloud, rain, sun, weather ; w   # V7.0 (🌦) white sun behind cloud with rain
U+1F327 ; emoji ; 656 ; cloud, rain, weather ;  w   # V7.0 (🌧) cloud with rain
U+1F328 ; emoji ; 657 ; cloud, cold, snow, weather ;  w   # V7.0 (🌨) cloud with snow
U+1F329 ; emoji ; 658 ; cloud, lightning, weather ; w   # V7.0 (🌩) cloud with lightning
U+1F32A ; emoji ; 659 ; cloud, tornado, weather ; w   # V7.0 (🌪) cloud with tornado
U+1F32B ; emoji ; 660 ; cloud, fog, weather ; w   # V7.0 (🌫) fog
U+1F32C ; emoji ; 661 ; blow, cloud, face, weather, wind ;  w   # V7.0 (🌬) wind blowing face
U+1F300 ; emoji ; 662 ; cyclone, dizzy, twister, typhoon, weather ; j   # V6.0 (🌀) cyclone
U+26C6 ;  text ;  663 ; cloud, rain, weather ;  a   # V5.2 (⛆) rain
U+1F308 ; emoji ; 664 ; rain, rainbow, weather ;  j   # V6.0 (🌈) rainbow
U+1F302 ; emoji ; 665 ; rain, umbrella, weather ; j   # V6.0 (🌂) closed umbrella
U+2602 ;  text ;  666 ; rain, umbrella, weather ; a   # V1.1 (☂) umbrella
U+2614 ;  emoji ; 667 ; drop, rain, umbrella, weather ; aj  # V4.0 (☔) umbrella with rain drops
U+26F1 ;  text ;  668 ; rain, sun, travel, umbrella, weather ;  a   # V5.2 (⛱) umbrella on ground
U+1F322 ; emoji ; 669 ; drop, weather ; w   # V7.0 (🌢) black droplet
U+2744 ;  text ;  670 ; cold, snow, snowflake, weather ;  zjw   # V1.1 (❄) snowflake
U+2603 ;  text ;  671 ; cold, snow, snowman, weather ;  a   # V1.1 (☃) snowman
U+26C4 ;  emoji ; 672 ; cold, snow, snowman, weather ;  aj  # V5.2 (⛄) snowman without snow
U+26C7 ;  text ;  673 ; cold, snow, snowman, weather ;  a   # V5.2 (⛇) black snowman
U+1F31F ; emoji ; 674 ; glittery, glowing, place, shining, sparkle, sparkler, star ;  j   # V6.0 (🌟) glowing star
U+1F320 ; emoji ; 675 ; activity, falling, nature, place, shooting, star ;  j   # V6.0 (🌠) shooting star
U+2604 ;  text ;  676 ; comet, object ; x   # V1.1 (☄) comet
U+1F3B2 ; emoji ; 677 ; dice, die, game ; j   # V6.0 (🎲) game die
U+2660 ;  text ;  678 ; card, game, spade, spades, suit ; zaj   # V1.1 (♠) black spade suit
U+2664 ;  text ;  679 ; card, game, spade, suit ; x   # V1.1 (♤) white spade suit
U+2665 ;  text ;  680 ; card, emotion, game, heart, hearts, suit ;  zaj   # V1.1 (♥) black heart suit
U+2661 ;  text ;  681 ; card, game, heart, suit ; x   # V1.1 (♡) white heart suit
U+2666 ;  text ;  682 ; card, diamond, diamonds, game, suit ; zaj   # V1.1 (♦) black diamond suit
U+2662 ;  text ;  683 ; card, diamond, game, suit ; x   # V1.1 (♢) white diamond suit
U+2663 ;  text ;  684 ; card, club, clubs, game, suit ; zaj   # V1.1 (♣) black club suit
U+2667 ;  text ;  685 ; card, club, game, suit ;  x   # V1.1 (♧) white club suit
U+1F0A0 ; text ;  686 ; back, card, game, playing ; x   # V6.0 (🂠) playing card back
U+1F0A1 ; text ;  687 ; ace, card, game, playing, spade ; x   # V6.0 (🂡) playing card ace of spades
U+1F0A2 ; text ;  688 ; 2, card, game, playing, spade, two ;  x   # V6.0 (🂢) playing card two of spades
U+1F0A3 ; text ;  689 ; 3, card, game, playing, spade, three ;  x   # V6.0 (🂣) playing card three of spades
U+1F0A4 ; text ;  690 ; 4, card, four, game, playing, spade ; x   # V6.0 (🂤) playing card four of spades
U+1F0A5 ; text ;  691 ; 5, card, five, game, playing, spade ; x   # V6.0 (🂥) playing card five of spades
U+1F0A6 ; text ;  692 ; 6, card, game, playing, six, spade ;  x   # V6.0 (🂦) playing card six of spades
U+1F0A7 ; text ;  693 ; 7, card, game, playing, seven, spade ;  x   # V6.0 (🂧) playing card seven of spades
U+1F0A8 ; text ;  694 ; 8, card, eight, game, playing, spade ;  x   # V6.0 (🂨) playing card eight of spades
U+1F0A9 ; text ;  695 ; 9, card, game, nine, playing, spade ; x   # V6.0 (🂩) playing card nine of spades
U+1F0AA ; text ;  696 ; 10, card, game, playing, spade, ten ; x   # V6.0 (🂪) playing card ten of spades
U+1F0AB ; text ;  697 ; card, game, jack, playing, spade ;  x   # V6.0 (🂫) playing card jack of spades
U+1F0AC ; text ;  698 ; card, game, knight, playing, spade ;  x   # V6.0 (🂬) playing card knight of spades
U+1F0AD ; text ;  699 ; card, game, playing, queen, spade ; x   # V6.0 (🂭) playing card queen of spades
U+1F0AE ; text ;  700 ; card, game, king, playing, spade ;  x   # V6.0 (🂮) playing card king of spades
U+1F0B1 ; text ;  701 ; ace, card, game, heart, playing ; x   # V6.0 (🂱) playing card ace of hearts
U+1F0B2 ; text ;  702 ; 2, card, game, heart, playing, two ;  x   # V6.0 (🂲) playing card two of hearts
U+1F0B3 ; text ;  703 ; 3, card, game, heart, playing, three ;  x   # V6.0 (🂳) playing card three of hearts
U+1F0B4 ; text ;  704 ; 4, card, four, game, heart, playing ; x   # V6.0 (🂴) playing card four of hearts
U+1F0B5 ; text ;  705 ; 5, card, five, game, heart, playing ; x   # V6.0 (🂵) playing card five of hearts
U+1F0B6 ; text ;  706 ; 6, card, game, heart, playing, six ;  x   # V6.0 (🂶) playing card six of hearts
U+1F0B7 ; text ;  707 ; 7, card, game, heart, playing, seven ;  x   # V6.0 (🂷) playing card seven of hearts
U+1F0B8 ; text ;  708 ; 8, card, eight, game, heart, playing ;  x   # V6.0 (🂸) playing card eight of hearts
U+1F0B9 ; text ;  709 ; 9, card, game, heart, nine, playing ; x   # V6.0 (🂹) playing card nine of hearts
U+1F0BA ; text ;  710 ; 10, card, game, heart, playing, ten ; x   # V6.0 (🂺) playing card ten of hearts
U+1F0BB ; text ;  711 ; card, game, heart, jack, playing ;  x   # V6.0 (🂻) playing card jack of hearts
U+1F0BC ; text ;  712 ; card, game, heart, knight, playing ;  x   # V6.0 (🂼) playing card knight of hearts
U+1F0BD ; text ;  713 ; card, game, heart, playing, queen ; x   # V6.0 (🂽) playing card queen of hearts
U+1F0BE ; text ;  714 ; card, game, heart, king, playing ;  x   # V6.0 (🂾) playing card king of hearts
U+1F0BF ; text ;  715 ; card, game, joker, playing, red ; x   # V7.0 (🂿) playing card red joker
U+1F0C1 ; text ;  716 ; ace, card, diamond, game, playing ; x   # V6.0 (🃁) playing card ace of diamonds
U+1F0C2 ; text ;  717 ; 2, card, diamond, game, playing, two ;  x   # V6.0 (🃂) playing card two of diamonds
U+1F0C3 ; text ;  718 ; 3, card, diamond, game, playing, three ;  x   # V6.0 (🃃) playing card three of diamonds
U+1F0C4 ; text ;  719 ; 4, card, diamond, four, game, playing ; x   # V6.0 (🃄) playing card four of diamonds
U+1F0C5 ; text ;  720 ; 5, card, diamond, five, game, playing ; x   # V6.0 (🃅) playing card five of diamonds
U+1F0C6 ; text ;  721 ; 6, card, diamond, game, playing, six ;  x   # V6.0 (🃆) playing card six of diamonds
U+1F0C7 ; text ;  722 ; 7, card, diamond, game, playing, seven ;  x   # V6.0 (🃇) playing card seven of diamonds
U+1F0C8 ; text ;  723 ; 8, card, diamond, eight, game, playing ;  x   # V6.0 (🃈) playing card eight of diamonds
U+1F0C9 ; text ;  724 ; 9, card, diamond, game, nine, playing ; x   # V6.0 (🃉) playing card nine of diamonds
U+1F0CA ; text ;  725 ; 10, card, diamond, game, playing, ten ; x   # V6.0 (🃊) playing card ten of diamonds
U+1F0CB ; text ;  726 ; card, diamond, game, jack, playing ;  x   # V6.0 (🃋) playing card jack of diamonds
U+1F0CC ; text ;  727 ; card, diamond, game, knight, playing ;  x   # V6.0 (🃌) playing card knight of diamonds
U+1F0CD ; text ;  728 ; card, diamond, game, playing, queen ; x   # V6.0 (🃍) playing card queen of diamonds
U+1F0CE ; text ;  729 ; card, diamond, game, king, playing ;  x   # V6.0 (🃎) playing card king of diamonds
U+1F0CF ; emoji ; 730 ; card, game, joker, playing ;  j   # V6.0 (🃏) playing card black joker
U+1F0D1 ; text ;  731 ; ace, card, club, game, playing ;  x   # V6.0 (🃑) playing card ace of clubs
U+1F0D2 ; text ;  732 ; 2, card, club, game, playing, two ; x   # V6.0 (🃒) playing card two of clubs
U+1F0D3 ; text ;  733 ; 3, card, club, game, playing, three ; x   # V6.0 (🃓) playing card three of clubs
U+1F0D4 ; text ;  734 ; 4, card, club, four, game, playing ;  x   # V6.0 (🃔) playing card four of clubs
U+1F0D5 ; text ;  735 ; 5, card, club, five, game, playing ;  x   # V6.0 (🃕) playing card five of clubs
U+1F0D6 ; text ;  736 ; 6, card, club, game, playing, six ; x   # V6.0 (🃖) playing card six of clubs
U+1F0D7 ; text ;  737 ; 7, card, club, game, playing, seven ; x   # V6.0 (🃗) playing card seven of clubs
U+1F0D8 ; text ;  738 ; 8, card, club, eight, game, playing ; x   # V6.0 (🃘) playing card eight of clubs
U+1F0D9 ; text ;  739 ; 9, card, club, game, nine, playing ;  x   # V6.0 (🃙) playing card nine of clubs
U+1F0DA ; text ;  740 ; 10, card, club, game, playing, ten ;  x   # V6.0 (🃚) playing card ten of clubs
U+1F0DB ; text ;  741 ; card, club, game, jack, playing ; x   # V6.0 (🃛) playing card jack of clubs
U+1F0DC ; text ;  742 ; card, club, game, knight, playing ; x   # V6.0 (🃜) playing card knight of clubs
U+1F0DD ; text ;  743 ; card, club, game, playing, queen ;  x   # V6.0 (🃝) playing card queen of clubs
U+1F0DE ; text ;  744 ; card, club, game, king, playing ; x   # V6.0 (🃞) playing card king of clubs
U+1F0DF ; text ;  745 ; card, game, joker, playing ;  x   # V6.0 (🃟) playing card white joker
U+1F0E0 ; text ;  746 ; card, fool, game, playing, tarot ;  x   # V7.0 (🃠) playing card fool
U+1F0E1 ; text ;  747 ; card, game, playing, tarot ;  x   # V7.0 (🃡) playing card trump-1
U+1F0E2 ; text ;  748 ; card, game, playing, tarot ;  x   # V7.0 (🃢) playing card trump-2
U+1F0E3 ; text ;  749 ; card, game, playing, tarot ;  x   # V7.0 (🃣) playing card trump-3
U+1F0E4 ; text ;  750 ; card, game, playing, tarot ;  x   # V7.0 (🃤) playing card trump-4
U+1F0E5 ; text ;  751 ; card, game, playing, tarot ;  x   # V7.0 (🃥) playing card trump-5
U+1F0E6 ; text ;  752 ; card, game, playing, tarot ;  x   # V7.0 (🃦) playing card trump-6
U+1F0E7 ; text ;  753 ; card, game, playing, tarot ;  x   # V7.0 (🃧) playing card trump-7
U+1F0E8 ; text ;  754 ; card, game, playing, tarot ;  x   # V7.0 (🃨) playing card trump-8
U+1F0E9 ; text ;  755 ; card, game, playing, tarot ;  x   # V7.0 (🃩) playing card trump-9
U+1F0EA ; text ;  756 ; card, game, playing, tarot ;  x   # V7.0 (🃪) playing card trump-10
U+1F0EB ; text ;  757 ; card, game, playing, tarot ;  x   # V7.0 (🃫) playing card trump-11
U+1F0EC ; text ;  758 ; card, game, playing, tarot ;  x   # V7.0 (🃬) playing card trump-12
U+1F0ED ; text ;  759 ; card, game, playing, tarot ;  x   # V7.0 (🃭) playing card trump-13
U+1F0EE ; text ;  760 ; card, game, playing, tarot ;  x   # V7.0 (🃮) playing card trump-14
U+1F0EF ; text ;  761 ; card, game, playing, tarot ;  x   # V7.0 (🃯) playing card trump-15
U+1F0F0 ; text ;  762 ; card, game, playing, tarot ;  x   # V7.0 (🃰) playing card trump-16
U+1F0F1 ; text ;  763 ; card, game, playing, tarot ;  x   # V7.0 (🃱) playing card trump-17
U+1F0F2 ; text ;  764 ; card, game, playing, tarot ;  x   # V7.0 (🃲) playing card trump-18
U+1F0F3 ; text ;  765 ; card, game, playing, tarot ;  x   # V7.0 (🃳) playing card trump-19
U+1F0F4 ; text ;  766 ; card, game, playing, tarot ;  x   # V7.0 (🃴) playing card trump-20
U+1F000 ; text ;  767 ; game, mahjong ; x   # V5.1 (🀀) mahjong tile east wind
U+1F001 ; text ;  768 ; game, mahjong ; x   # V5.1 (🀁) mahjong tile south wind
U+1F002 ; text ;  769 ; game, mahjong ; x   # V5.1 (🀂) mahjong tile west wind
