# DRAFT emoji-data.txt
# For details about the format and other information, see index.html#Data_Files.
#
# Format
# Code ;  Default Style ; Ordering ;  Annotations ; Sources # Version Char Name
#
U+1F4E5 ; emoji ; 1028 ;  box, communication, inbox, letter, mail, office, receive, tray ;  jw  # V6.0 (📥) inbox tray
U+1F4E6 ; emoji ; 1029 ;  box, communication, office, package, parcel ; jw  # V6.0 (📦) package
U+1F4EB ; emoji ; 1030 ;  closed, communication, flag, mail, mailbox, office, postbox ; jw  # V6.0 (📫) closed mailbox with raised flag
U+1F4EA ; emoji ; 1031 ;  closed, communication, flag, lowered, mail, mailbox, office, postbox ;  jw  # V6.0 (📪) closed mailbox with lowered flag
U+1F4EC ; emoji ; 1032 ;  communication, flag, mail, mailbox, office, open, postbox ; w   # V6.0 (📬) open mailbox with raised flag
U+1F4ED ; emoji ; 1033 ;  communication, flag, lowered, mail, mailbox, office, open, postbox ;  w   # V6.0 (📭) open mailbox with lowered flag
U+1F4EE ; emoji ; 1034 ;  communication, mail, mailbox, office, postbox ; j   # V6.0 (📮) postbox
U+270E ;  text ;  1035 ;  office, pencil ;  z   # V1.1 (✎) lower right pencil
U+270F ;  text ;  1036 ;  office, pencil ;  zj  # V1.1 (✏) pencil
U+2710 ;  text ;  1037 ;  office, pencil ;  z   # V1.1 (✐) upper right pencil
U+1F589 ; emoji ; 1038 ;  communication, office, pencil ; w   # V7.0 (🖉) lower left pencil
U+2711 ;  text ;  1039 ;  nib, office ; z   # V1.1 (✑) white nib
U+2712 ;  text ;  1040 ;  nib, office ; zj  # V1.1 (✒) black nib
U+1F58B ; emoji ; 1041 ;  communication, fountain, office, pen ;  w   # V7.0 (🖋) lower left fountain pen
U+1F58A ; emoji ; 1042 ;  ballpoint, communication, office, pen ; w   # V7.0 (🖊) lower left ballpoint pen
U+1F58C ; emoji ; 1043 ;  communication, office, paintbrush ; w   # V7.0 (🖌) lower left paintbrush
U+1F58D ; emoji ; 1044 ;  communication, crayon, office ; w   # V7.0 (🖍) lower left crayon
U+1F4DD ; emoji ; 1045 ;  communication, memo, office, pencil ; j   # V6.0 (📝) memo
U+1F4BB ; emoji ; 1046 ;  computer, office, pc, personal ;  jw  # V6.0 (💻) personal computer
U+1F5A5 ; emoji ; 1047 ;  computer, desktop, office ; w   # V7.0 (🖥) desktop computer
U+1F5A6 ; emoji ; 1048 ;  computer, keyboard, mouse, office ; w   # V7.0 (🖦) keyboard and mouse
U+1F5A7 ; emoji ; 1049 ;  3, computer, networked, office, three ; w   # V7.0 (🖧) three networked computers
U+1F5A8 ; emoji ; 1050 ;  computer, office, printer ; w   # V7.0 (🖨) printer
U+1F5A9 ; emoji ; 1051 ;  calculator, computer, office, pocket ;  w   # V7.0 (🖩) pocket calculator
U+1F5AE ; emoji ; 1052 ;  computer, keyboard, office ;  w   # V7.0 (🖮) wired keyboard
U+2328 ;  text ;  1053 ;  computer, keyboard, sign ;  x   # V1.1 (⌨) keyboard
U+1F5AF ; emoji ; 1054 ;  1, button, computer, mouse, office, one ; w   # V7.0 (🖯) one button mouse
U+1F5B0 ; emoji ; 1055 ;  2, button, computer, mouse, office, two ; w   # V7.0 (🖰) two button mouse
U+1F5B1 ; emoji ; 1056 ;  3, button, computer, mouse, office, three ; w   # V7.0 (🖱) three button mouse
U+1F5B2 ; emoji ; 1057 ;  computer, office, trackball ; w   # V7.0 (🖲) trackball
U+1F5B3 ; emoji ; 1058 ;  computer, office, personal ;  w   # V7.0 (🖳) old personal computer
U+1F5B4 ; emoji ; 1059 ;  computer, disk, hard, office ;  w   # V7.0 (🖴) hard disk
U+1F5B5 ; emoji ; 1060 ;  computer, office, screen ;  w   # V7.0 (🖵) screen
U+1F5B6 ; emoji ; 1061 ;  computer, office, printer ; w   # V7.0 (🖶) printer icon
U+1F5B7 ; emoji ; 1062 ;  computer, fax, office ; w   # V7.0 (🖷) fax icon
U+1F5B8 ; emoji ; 1063 ;  computer, disc, office, optical ; w   # V7.0 (🖸) optical disc icon
U+1F4BD ; emoji ; 1064 ;  computer, disc, minidisc, office ;  j   # V6.0 (💽) minidisc
U+1F4BE ; emoji ; 1065 ;  computer, disc, disk, floppy, office ;  j   # V6.0 (💾) floppy disk
U+1F4BF ; emoji ; 1066 ;  blu-ray, cd, computer, disc, dvd, office, optical ; jw  # V6.0 (💿) optical disc
U+1F4C0 ; emoji ; 1067 ;  computer, disc, dvd, office ; j   # V6.0 (📀) dvd
U+1F5D4 ; emoji ; 1068 ;  computer, desktop, office, window ; w   # V7.0 (🗔) desktop window
U+1F5D5 ; emoji ; 1069 ;  computer, minimize, office ;  w   # V7.0 (🗕) minimize
U+1F5D6 ; emoji ; 1070 ;  computer, maximize, office ;  w   # V7.0 (🗖) maximize
U+1F5D7 ; emoji ; 1071 ;  computer, office, overlap ; w   # V7.0 (🗗) overlap
U+1F4BC ; emoji ; 1072 ;  briefcase, office ; j   # V6.0 (💼) briefcase
U+1F4C1 ; emoji ; 1073 ;  file, folder, office ;  j   # V6.0 (📁) file folder
U+1F4C2 ; emoji ; 1074 ;  file, folder, office, open ;  j   # V6.0 (📂) open file folder
U+1F5BF ; emoji ; 1075 ;  folder, office ;  w   # V7.0 (🖿) black folder
U+1F5C0 ; emoji ; 1076 ;  folder, office ;  w   # V7.0 (🗀) folder
U+1F5C1 ; emoji ; 1077 ;  folder, office, open ;  w   # V7.0 (🗁) open folder
U+1F5C2 ; emoji ; 1078 ;  card, dividers, index, office ; w   # V7.0 (🗂) card index dividers
U+1F4C5 ; emoji ; 1079 ;  calendar, date, office ;  j   # V6.0 (📅) calendar
U+1F4C6 ; emoji ; 1080 ;  calendar, office ;  j   # V6.0 (📆) tear-off calendar
U+1F5D2 ; emoji ; 1081 ;  note, office, pad, spiral ; w   # V7.0 (🗒) spiral note pad
U+1F5D3 ; emoji ; 1082 ;  calendar, office, pad, spiral ; w   # V7.0 (🗓) spiral calendar pad
U+1F4C7 ; emoji ; 1083 ;  card, index, office, rolodex ;  j   # V6.0 (📇) card index
U+1F4C8 ; emoji ; 1084 ;  chart, graph, office, trend, upward ; j   # V6.0 (📈) chart with upwards trend
U+1F4C9 ; emoji ; 1085 ;  chart, down, graph, office, trend ; j   # V6.0 (📉) chart with downwards trend
U+1F5E0 ; emoji ; 1086 ;  chart, graph, object, stock ; w   # V7.0 (🗠) stock chart
U+1F4CA ; emoji ; 1087 ;  bar, chart, graph, office ; j   # V6.0 (📊) bar chart
U+1F4CB ; emoji ; 1088 ;  clipboard, office ; jw  # V6.0 (📋) clipboard
U+1F4CC ; emoji ; 1089 ;  office, pin, pushpin ;  j   # V6.0 (📌) pushpin
U+1F588 ; emoji ; 1090 ;  communication, office, pushpin ;  w   # V7.0 (🖈) black pushpin
U+1F4CD ; emoji ; 1091 ;  office, pin, place, pushpin ; j   # V6.0 (📍) round pushpin
U+1F4CE ; emoji ; 1092 ;  office, paperclip ; j   # V6.0 (📎) paperclip
U+1F587 ; emoji ; 1093 ;  communication, links, office, paperclip ; w   # V7.0 (🖇) linked paperclips
U+1F4CF ; emoji ; 1094 ;  office, ruler, straight edge ;  j   # V6.0 (📏) straight ruler
U+1F4D0 ; emoji ; 1095 ;  office, ruler, set, triangle ;  j   # V6.0 (📐) triangular ruler
U+1F4DB ; emoji ; 1096 ;  badge, name, office ; j   # V6.0 (📛) name badge
U+2700 ;  text ;  1097 ;  object, office, scissors, tool ;  w   # V7.0 (✀) black safety scissors
U+2701 ;  text ;  1098 ;  office, scissors, tool ;  zw  # V1.1 (✁) upper blade scissors
U+2702 ;  text ;  1099 ;  office, scissors, tool ;  zjw   # V1.1 (✂) black scissors
U+2703 ;  text ;  1100 ;  office, scissors, tool ;  z   # V1.1 (✃) lower blade scissors
U+2704 ;  text ;  1101 ;  office, scissors, tool ;  zw  # V1.1 (✄) white scissors
U+2707 ;  text ;  1102 ;  drive, office, tape ; zw  # V1.1 (✇) tape drive
U+1F5C3 ; emoji ; 1103 ;  box, card, file, office ; w   # V7.0 (🗃) card file box
U+1F5C4 ; emoji ; 1104 ;  cabinet, file, office ; w   # V7.0 (🗄) file cabinet
U+1F5D1 ; emoji ; 1105 ;  office, wastebasket ; w   # V7.0 (🗑) wastebasket
U+1F512 ; emoji ; 1106 ;  closed, lock, object ;  jw  # V6.0 (🔒) lock
U+1F513 ; emoji ; 1107 ;  lock, object, open, unlock ;  jw  # V6.0 (🔓) open lock
U+1F50F ; emoji ; 1108 ;  ink, lock, object, pen, privacy ; j   # V6.0 (🔏) lock with ink pen
U+1F510 ; emoji ; 1109 ;  closed, key, lock, object, secure ; j   # V6.0 (🔐) closed lock with key
U+1F511 ; emoji ; 1110 ;  key, lock, object, password ; j   # V6.0 (🔑) key
U+1F5DD ; emoji ; 1111 ;  key, lock, object, old ;  w   # V7.0 (🗝) old key
U+26BF ;  text ;  1112 ;  key, lock, object ; a   # V5.2 (⚿) squared key
U+1F528 ; emoji ; 1113 ;  hammer, object, tool ;  j   # V6.0 (🔨) hammer
U+26CF ;  text ;  1114 ;  object, pick, tool, travel ;  a   # V5.2 (⛏) pick
U+2692 ;  text ;  1115 ;  hammer, object, pick, tool ;  x   # V4.1 (⚒) hammer and pick
U+1F6E0 ; emoji ; 1116 ;  hammer, object, tool, wrench ;  w   # V7.0 (🛠) hammer and wrench
U+1F527 ; emoji ; 1117 ;  object, tool, wrench ;  j   # V6.0 (🔧) wrench
U+1F529 ; emoji ; 1118 ;  bolt, nut, object, tool ; j   # V6.0 (🔩) nut and bolt
U+2699 ;  text ;  1119 ;  gear, object, tool ;  x   # V4.1 (⚙) gear
U+1F5DC ; emoji ; 1120 ;  compression, object, tool ; w   # V7.0 (🗜) compression
U+2697 ;  text ;  1121 ;  alembic, object, tool ; x   # V4.1 (⚗) alembic
U+2696 ;  text ;  1122 ;  balance, object, scales, tool ; x   # V4.1 (⚖) scales
U+1F489 ; emoji ; 1123 ;  doctor, medicine, needle, object, shot, syringe, tool ; j   # V6.0 (💉) syringe
U+1F5E1 ; emoji ; 1124 ;  dagger, knife, object, rating, weapon ; w   # V7.0 (🗡) dagger knife
U+1F52A ; emoji ; 1125 ;  cooking, hocho, knife, object, tool, weapon ; j   # V6.0 (🔪) hocho
U+2694 ;  text ;  1126 ;  crossed, object, swords, weapon ; x   # V4.1 (⚔) crossed swords
U+1F52B ; emoji ; 1127 ;  gun, object, pistol, revolver, tool, weapon ; j   # V6.0 (🔫) pistol
U+1F6E1 ; emoji ; 1128 ;  object, shield, weapon ;  w   # V7.0 (🛡) shield
U+26E8 ;  text ;  1129 ;  cross, object, shield, travel, weapon ; a   # V5.2 (⛨) black cross on shield
U+1F392 ; emoji ; 1130 ;  activity, bag, object, satchel, school ;  j   # V6.0 (🎒) school satchel
U+1F50B ; emoji ; 1131 ;  battery, object ; j   # V6.0 (🔋) battery
U+1F50C ; emoji ; 1132 ;  electric, electricity, object, plug ; j   # V6.0 (🔌) electric plug
U+1F517 ; emoji ; 1133 ;  link, links, object ; j   # V6.0 (🔗) link symbol
U+26D3 ;  text ;  1134 ;  chain, object, travel ; a   # V5.2 (⛓) chains
U+1F6AC ; emoji ; 1135 ;  activity, allowed, object, permitted, smoking, travel ; j   # V6.0 (🚬) smoking symbol
U+1F484 ; emoji ; 1136 ;  cosmetics, lipstick, makeup, object ; j   # V6.0 (💄) lipstick
U+1F48D ; emoji ; 1137 ;  object, ring, romance ; j   # V6.0 (💍) ring
U+1F48E ; emoji ; 1138 ;  diamond, gem, jewel, object, romance ;  j   # V6.0 (💎) gem stone
U+1F6E2 ; emoji ; 1139 ;  drum, object, oil ; w   # V7.0 (🛢) oil drum
U+1F52E ; emoji ; 1140 ;  ball, crystal, fantasy, fortune, object, telling, tool ;  j   # V6.0 (🔮) crystal ball
U+1F52F ; emoji ; 1141 ;  fortune, object, star, telling ;  j   # V6.0 (🔯) six pointed star with middle dot
U+1F531 ; emoji ; 1142 ;  anchor, emblem, object, tool, trident ; j   # V6.0 (🔱) trident emblem
U+1F5F3 ; emoji ; 1143 ;  ballot, box, object ; w   # V7.0 (🗳) ballot box with ballot
U+2624 ;  text ;  1144 ;  caduceus, doctor, medicine, object ;  x   # V1.1 (☤) caduceus
U+269A ;  text ;  1145 ;  hermes, object, staff ; x   # V4.1 (⚚) staff of hermes
U+2695 ;  text ;  1146 ;  aesculapius, object, staff ;  x   # V4.1 (⚕) staff of aesculapius
U+1F48A ; emoji ; 1147 ;  doctor, medicine, object, pill ;  j   # V6.0 (💊) pill
U+269B ;  text ;  1148 ;  atom, object ;  x   # V4.1 (⚛) atom symbol
U+269C ;  text ;  1149 ;  fleur, lis, object ;  x   # V4.1 (⚜) fleur-de-lis
U+26B0 ;  text ;  1150 ;  coffin, object ;  x   # V4.1 (⚰) coffin
U+26B1 ;  text ;  1151 ;  funeral, object, urn ;  x   # V4.1 (⚱) funeral urn
U+1F530 ; emoji ; 1152 ;  beginner, chevron, green, japanese, leaf, object, place, tool, yellow ; j   # V6.0 (🔰) japanese symbol for beginner
U+1F4AF ; emoji ; 1153 ;  100, full, hundred, office, score ; j   # V6.0 (💯) hundred points symbol
U+1F4E1 ; emoji ; 1154 ;  antenna, communication, dish, office, satellite ; j   # V6.0 (📡) satellite antenna
U+1F3C1 ; emoji ; 1155 ;  checkered, chequered, flag, sport ; j   # V6.0 (🏁) chequered flag
U+2690 ;  text ;  1156 ;  flag ;  x   # V4.0 (⚐) white flag
U+2691 ;  text ;  1157 ;  flag ;  x   # V4.0 (⚑) black flag
U+26FF ;  text ;  1158 ;  flag, travel ;  a   # V5.2 (⛿) white flag with horizontal middle black stripe
U+1F3F1 ; emoji ; 1159 ;  flag, pennant ; w   # V7.0 (🏱) white pennant
U+1F3F2 ; emoji ; 1160 ;  flag, pennant ; x   # V7.0 (🏲) black pennant
U+1F3F3 ; emoji ; 1161 ;  flag, waving ;  w   # V7.0 (🏳) waving white flag
U+1F3F4 ; emoji ; 1162 ;  flag, waving ;  x   # V7.0 (🏴) waving black flag
U+1F6A9 ; emoji ; 1163 ;  flag, post, travel ;  j   # V6.0 (🚩) triangular flag on post
U+1F1E6 U+1F1E8 ; emoji ; 1164 ;  ascension, flag, island, Ascension Island ; x   # V6.0 (🇦🇨) flag for Ascension Island
U+1F1E6 U+1F1E9 ; emoji ; 1165 ;  andorra, flag, Andorra ;  x   # V6.0 (🇦🇩) flag for Andorra
U+1F1E6 U+1F1EA ; emoji ; 1166 ;  arab, emirates, flag, united, United Arab Emirates ;  x   # V6.0 (🇦🇪) flag for United Arab Emirates
U+1F1E6 U+1F1EB ; emoji ; 1167 ;  afghanistan, flag, Afghanistan ;  x   # V6.0 (🇦🇫) flag for Afghanistan
U+1F1E6 U+1F1EC ; emoji ; 1168 ;  antigua, barbuda, flag, Antigua and Barbuda ; x   # V6.0 (🇦🇬) flag for Antigua and Barbuda
U+1F1E6 U+1F1EE ; emoji ; 1169 ;  anguilla, flag, Anguilla ;  x   # V6.0 (🇦🇮) flag for Anguilla
U+1F1E6 U+1F1F1 ; emoji ; 1170 ;  albania, flag, Albania ;  x   # V6.0 (🇦🇱) flag for Albania
U+1F1E6 U+1F1F2 ; emoji ; 1171 ;  armenia, flag, Armenia ;  x   # V6.0 (🇦🇲) flag for Armenia
U+1F1E6 U+1F1F4 ; emoji ; 1172 ;  angola, flag, Angola ;  x   # V6.0 (🇦🇴) flag for Angola
U+1F1E6 U+1F1F6 ; emoji ; 1173 ;  antarctica, flag, Antarctica ;  x   # V6.0 (🇦🇶) flag for Antarctica
U+1F1E6 U+1F1F7 ; emoji ; 1174 ;  argentina, flag, Argentina ;  x   # V6.0 (🇦🇷) flag for Argentina
U+1F1E6 U+1F1F8 ; emoji ; 1175 ;  american, flag, samoa, American Samoa ; x   # V6.0 (🇦🇸) flag for American Samoa
U+1F1E6 U+1F1F9 ; emoji ; 1176 ;  austria, flag, Austria ;  x   # V6.0 (🇦🇹) flag for Austria
U+1F1E6 U+1F1FA ; emoji ; 1177 ;  australia, flag, Australia ;  x   # V6.0 (🇦🇺) flag for Australia
U+1F1E6 U+1F1FC ; emoji ; 1178 ;  aruba, flag, Aruba ;  x   # V6.0 (🇦🇼) flag for Aruba
U+1F1E6 U+1F1FD ; emoji ; 1179 ;  åland, flag, islands, Åland Islands ; x   # V6.0 (🇦🇽) flag for Åland Islands
U+1F1E6 U+1F1FF ; emoji ; 1180 ;  azerbaijan, flag, Azerbaijan ;  x   # V6.0 (🇦🇿) flag for Azerbaijan
U+1F1E7 U+1F1E6 ; emoji ; 1181 ;  bosnia, flag, herzegovina, Bosnia and Herzegovina ; x   # V6.0 (🇧🇦) flag for Bosnia and Herzegovina
U+1F1E7 U+1F1E7 ; emoji ; 1182 ;  barbados, flag, Barbados ;  x   # V6.0 (🇧🇧) flag for Barbados
U+1F1E7 U+1F1E9 ; emoji ; 1183 ;  bangladesh, flag, Bangladesh ;  x   # V6.0 (🇧🇩) flag for Bangladesh
U+1F1E7 U+1F1EA ; emoji ; 1184 ;  belgium, flag, Belgium ;  x   # V6.0 (🇧🇪) flag for Belgium
U+1F1E7 U+1F1EB ; emoji ; 1185 ;  burkina, faso, flag, Burkina Faso ; x   # V6.0 (🇧🇫) flag for Burkina Faso
U+1F1E7 U+1F1EC ; emoji ; 1186 ;  bulgaria, flag, Bulgaria ;  x   # V6.0 (🇧🇬) flag for Bulgaria
U+1F1E7 U+1F1ED ; emoji ; 1187 ;  bahrain, flag, Bahrain ;  x   # V6.0 (🇧🇭) flag for Bahrain
U+1F1E7 U+1F1EE ; emoji ; 1188 ;  burundi, flag, Burundi ;  x   # V6.0 (🇧🇮) flag for Burundi
U+1F1E7 U+1F1EF ; emoji ; 1189 ;  benin, flag, Benin ;  x   # V6.0 (🇧🇯) flag for Benin
U+1F1E7 U+1F1F1 ; emoji ; 1190 ;  barthelemy, barthélemy, flag, saint, Saint Barthélemy ; x   # V6.0 (🇧🇱) flag for Saint Barthélemy
U+1F1E7 U+1F1F2 ; emoji ; 1191 ;  bermuda, flag, Bermuda ;  x   # V6.0 (🇧🇲) flag for Bermuda
U+1F1E7 U+1F1F3 ; emoji ; 1192 ;  brunei, darussalam, flag, Brunei ;  x   # V6.0 (🇧🇳) flag for Brunei
U+1F1E7 U+1F1F4 ; emoji ; 1193 ;  bolivia, flag, plurinational, Bolivia ; x   # V6.0 (🇧🇴) flag for Bolivia
U+1F1E7 U+1F1F6 ; emoji ; 1194 ;  bonaire, caribbean, eustatius, flag, netherlands, saba, sint, Caribbean Netherlands ; x   # V6.0 (🇧🇶) flag for Caribbean Netherlands
U+1F1E7 U+1F1F7 ; emoji ; 1195 ;  brazil, flag, Brazil ;  x   # V6.0 (🇧🇷) flag for Brazil
U+1F1E7 U+1F1F8 ; emoji ; 1196 ;  bahamas, flag, Bahamas ;  x   # V6.0 (🇧🇸) flag for Bahamas
U+1F1E7 U+1F1F9 ; emoji ; 1197 ;  bhutan, flag, Bhutan ;  x   # V6.0 (🇧🇹) flag for Bhutan
U+1F1E7 U+1F1FB ; emoji ; 1198 ;  bouvet, flag, island, Bouvet Island ; x   # V6.0 (🇧🇻) flag for Bouvet Island
U+1F1E7 U+1F1FC ; emoji ; 1199 ;  botswana, flag, Botswana ;  x   # V6.0 (🇧🇼) flag for Botswana
U+1F1E7 U+1F1FE ; emoji ; 1200 ;  belarus, flag, Belarus ;  x   # V6.0 (🇧🇾) flag for Belarus
U+1F1E7 U+1F1FF ; emoji ; 1201 ;  belize, flag, Belize ;  x   # V6.0 (🇧🇿) flag for Belize
U+1F1E8 U+1F1E6 ; emoji ; 1202 ;  canada, flag, Canada ;  x   # V6.0 (🇨🇦) flag for Canada
U+1F1E8 U+1F1E8 ; emoji ; 1203 ;  cocos, flag, islands, keeling, Cocos  Islands ; x   # V6.0 (🇨🇨) flag for Cocos  Islands
U+1F1E8 U+1F1E9 ; emoji ; 1204 ;  congo, dem., democratic, flag, kinshasa, rep., republic, Congo - Kinshasa ; x   # V6.0 (🇨🇩) flag for Congo - Kinshasa
U+1F1E8 U+1F1EB ; emoji ; 1205 ;  african, central, flag, republic, Central African Republic ;  x   # V6.0 (🇨🇫) flag for Central African Republic
U+1F1E8 U+1F1EC ; emoji ; 1206 ;  brazzaville, congo, flag, rep., republic, Congo - Brazzaville ; x   # V6.0 (🇨🇬) flag for Congo - Brazzaville
U+1F1E8 U+1F1ED ; emoji ; 1207 ;  flag, switzerland, Switzerland ;  x   # V6.0 (🇨🇭) flag for Switzerland
U+1F1E8 U+1F1EE ; emoji ; 1208 ;  coast, cote, côte, flag, ivoire, ivory, Côte d’Ivoire ; x   # V6.0 (🇨🇮) flag for Côte d’Ivoire
U+1F1E8 U+1F1F0 ; emoji ; 1209 ;  cook, flag, islands, Cook Islands ; x   # V6.0 (🇨🇰) flag for Cook Islands
U+1F1E8 U+1F1F1 ; emoji ; 1210 ;  chile, flag, Chile ;  x   # V6.0 (🇨🇱) flag for Chile
U+1F1E8 U+1F1F2 ; emoji ; 1211 ;  cameroon, flag, Cameroon ;  x   # V6.0 (🇨🇲) flag for Cameroon
U+1F1E8 U+1F1F3 ; emoji ; 1212 ;  china, flag, China ;  j   # V6.0 (🇨🇳) flag for China
U+1F1E8 U+1F1F4 ; emoji ; 1213 ;  colombia, flag, Colombia ;  x   # V6.0 (🇨🇴) flag for Colombia
U+1F1E8 U+1F1F5 ; emoji ; 1214 ;  clipperton, flag, island, Clipperton Island ; x   # V6.0 (🇨🇵) flag for Clipperton Island
U+1F1E8 U+1F1F7 ; emoji ; 1215 ;  costa, flag, rica, Costa Rica ; x   # V6.0 (🇨🇷) flag for Costa Rica
U+1F1E8 U+1F1FA ; emoji ; 1216 ;  cuba, flag, Cuba ;  x   # V6.0 (🇨🇺) flag for Cuba
U+1F1E8 U+1F1FB ; emoji ; 1217 ;  cabo, cape, flag, verde, Cape Verde ; x   # V6.0 (🇨🇻) flag for Cape Verde
U+1F1E8 U+1F1FC ; emoji ; 1218 ;  antilles, curacao, curaçao, flag, netherlands, Curaçao ;  x   # V6.0 (🇨🇼) flag for Curaçao
U+1F1E8 U+1F1FD ; emoji ; 1219 ;  christmas, flag, island, Christmas Island ; x   # V6.0 (🇨🇽) flag for Christmas Island
U+1F1E8 U+1F1FE ; emoji ; 1220 ;  cyprus, flag, Cyprus ;  x   # V6.0 (🇨🇾) flag for Cyprus
U+1F1E8 U+1F1FF ; emoji ; 1221 ;  czech, flag, republic, Czech Republic ; x   # V6.0 (🇨🇿) flag for Czech Republic
U+1F1E9 U+1F1EA ; emoji ; 1222 ;  flag, germany, Germany ;  j   # V6.0 (🇩🇪) flag for Germany
U+1F1E9 U+1F1EC ; emoji ; 1223 ;  diego, flag, garcia, Diego Garcia ; x   # V6.0 (🇩🇬) flag for Diego Garcia
U+1F1E9 U+1F1EF ; emoji ; 1224 ;  djibouti, flag, Djibouti ;  x   # V6.0 (🇩🇯) flag for Djibouti
U+1F1E9 U+1F1F0 ; emoji ; 1225 ;  denmark, flag, Denmark ;  x   # V6.0 (🇩🇰) flag for Denmark
U+1F1E9 U+1F1F2 ; emoji ; 1226 ;  dominica, flag, Dominica ;  x   # V6.0 (🇩🇲) flag for Dominica
U+1F1E9 U+1F1F4 ; emoji ; 1227 ;  dominica, dominican, flag, republic, Dominican Republic ; x   # V6.0 (🇩🇴) flag for Dominican Republic
U+1F1E9 U+1F1FF ; emoji ; 1228 ;  algeria, flag, Algeria ;  x   # V6.0 (🇩🇿) flag for Algeria
U+1F1EA U+1F1E6 ; emoji ; 1229 ;  ceuta, flag, melilla, Ceuta and Melilla ; x   # V6.0 (🇪🇦) flag for Ceuta and Melilla
U+1F1EA U+1F1E8 ; emoji ; 1230 ;  ecuador, flag, Ecuador ;  x   # V6.0 (🇪🇨) flag for Ecuador
U+1F1EA U+1F1EA ; emoji ; 1231 ;  estonia, flag, Estonia ;  x   # V6.0 (🇪🇪) flag for Estonia
U+1F1EA U+1F1EC ; emoji ; 1232 ;  arab, egypt, flag, rep., Egypt ;  x   # V6.0 (🇪🇬) flag for Egypt
U+1F1EA U+1F1ED ; emoji ; 1233 ;  flag, sahara, western, Western Sahara ; x   # V6.0 (🇪🇭) flag for Western Sahara
U+1F1EA U+1F1F7 ; emoji ; 1234 ;  eritrea, flag, Eritrea ;  x   # V6.0 (🇪🇷) flag for Eritrea
U+1F1EA U+1F1F8 ; emoji ; 1235 ;  flag, spain, Spain ;  j   # V6.0 (🇪🇸) flag for Spain
U+1F1EA U+1F1F9 ; emoji ; 1236 ;  ethiopia, flag, Ethiopia ;  x   # V6.0 (🇪🇹) flag for Ethiopia
U+1F1EA U+1F1FA ; emoji ; 1237 ;  european, flag, union, European Union ; x   # V6.0 (🇪🇺) flag for European Union
U+1F1EB U+1F1EE ; emoji ; 1238 ;  finland, flag, Finland ;  x   # V6.0 (🇫🇮) flag for Finland
U+1F1EB U+1F1EF ; emoji ; 1239 ;  fiji, flag, Fiji ;  x   # V6.0 (🇫🇯) flag for Fiji
U+1F1EB U+1F1F0 ; emoji ; 1240 ;  falkland, flag, islands, islas, malvinas, Falkland Islands ;  x   # V6.0 (🇫🇰) flag for Falkland Islands
U+1F1EB U+1F1F2 ; emoji ; 1241 ;  fed., federated, flag, micronesia, Micronesia ; x   # V6.0 (🇫🇲) flag for Micronesia
U+1F1EB U+1F1F4 ; emoji ; 1242 ;  faeroe, faroe, flag, islands, Faroe Islands ; x   # V6.0 (🇫🇴) flag for Faroe Islands
U+1F1EB U+1F1F7 ; emoji ; 1243 ;  flag, france, France ;  j   # V6.0 (🇫🇷) flag for France
U+1F1EC U+1F1E6 ; emoji ; 1244 ;  flag, gabon, Gabon ;  x   # V6.0 (🇬🇦) flag for Gabon
U+1F1EC U+1F1E7 ; emoji ; 1245 ;  britain, cornwall, flag, great, ireland, kingdom, northern, scotland, united, wales, United Kingdom ; j   # V6.0 (🇬🇧) flag for United Kingdom
U+1F1EC U+1F1E9 ; emoji ; 1246 ;  flag, grenada, Grenada ;  x   # V6.0 (🇬🇩) flag for Grenada
U+1F1EC U+1F1EA ; emoji ; 1247 ;  flag, georgia, Georgia ;  x   # V6.0 (🇬🇪) flag for Georgia
U+1F1EC U+1F1EB ; emoji ; 1248 ;  flag, french, guiana, French Guiana ; x   # V6.0 (🇬🇫) flag for French Guiana
U+1F1EC U+1F1EC ; emoji ; 1249 ;  channel, flag, guernsey, islands, Guernsey ;  x   # V6.0 (🇬🇬) flag for Guernsey
U+1F1EC U+1F1ED ; emoji ; 1250 ;  flag, ghana, Ghana ;  x   # V6.0 (🇬🇭) flag for Ghana
U+1F1EC U+1F1EE ; emoji ; 1251 ;  flag, gibraltar, Gibraltar ;  x   # V6.0 (🇬🇮) flag for Gibraltar
U+1F1EC U+1F1F1 ; emoji ; 1252 ;  flag, greenland, Greenland ;  x   # V6.0 (🇬🇱) flag for Greenland
U+1F1EC U+1F1F2 ; emoji ; 1253 ;  flag, gambia, Gambia ;  x   # V6.0 (🇬🇲) flag for Gambia
U+1F1EC U+1F1F3 ; emoji ; 1254 ;  flag, guinea, Guinea ;  x   # V6.0 (🇬🇳) flag for Guinea
U+1F1EC U+1F1F5 ; emoji ; 1255 ;  flag, guadeloupe, Guadeloupe ;  x   # V6.0 (🇬🇵) flag for Guadeloupe
U+1F1EC U+1F1F6 ; emoji ; 1256 ;  equatorial, flag, guinea, Equatorial Guinea ; x   # V6.0 (🇬🇶) flag for Equatorial Guinea
U+1F1EC U+1F1F7 ; emoji ; 1257 ;  flag, greece, Greece ;  x   # V6.0 (🇬🇷) flag for Greece
U+1F1EC U+1F1F8 ; emoji ; 1258 ;  flag, georgia, islands, sandwich, south, South Georgia & South Sandwich Islands ; x   # V6.0 (🇬🇸) flag for South Georgia & South Sandwich Islands
